Body,Class
sony corp said sunday sold million unit new playstation gaming console first hour available united state canada console sony counting kickstart revival consumer electronics business went sale november andrew house head sony computer entertainment unit sony oversees playstation said statement sale remain strong north america expect continued enthusiasm launch playstation europe latin america november house said sony corp previously announced received million advance order console still initial sale figure sonys first salvo battle brewing microsoft corp xbox one console go sale nov sony also hoping console help build platform recovery japanese company moneylosing consumer electronics operation sony aiming sell million p unit end fiscal year end march robert w baird co analyst colin sebastian said expects million million p shipment fourth quarter north america p priced united state xbox one price tag offer improved graphic realistic effect processor allow faster game play slew exclusive video game,technology
google inc thursday dismissal longrunning lawsuit author accused internet search company digitally copying million book online library without permission u circuit judge denny chin manhattan accepted google argument scanning million book making snippet text available online constituted fair use u copyright law decision survives expected appeal would let google continue expanding library said help reader find book might otherwise locate also turning point litigation began author publisher sued google estimated could owe billion author guild advocacy group demanded scanned book prevailed big win google blesses search result google display news image said james grimmelmann university maryland intellectual property law professor followed case also good ruling library researcher opinion recognizes public benefit making book available added chin wrote scanning make easier student teacher researcher public find book maintaining respectful consideration author right also said google digitization transformative meaning gave book new purpose character could expected boost rather reduce book sale judge noted google take step keep people viewing complete copy book online including keeping snippet shown view google book provide significant public benefit chin wrote indeed society benefit author guild plan appeal paul aiken executive director author guild said group disappointed decision plan appeal google made unauthorized digital edition nearly world valuable copyrightprotected literature profit displaying work aiken said mass digitization exploitation far exceeds bound fair use defense among three individual plaintiff former new york yankee baseball pitcher jim bouton wrote memoir ball four google welcomed decision long road absolutely delighted today judgment mountain view californiabased company said statement long said google book compliance copyright law act like card catalog digital age google began creating library company agreed several major research library digitize current outofprint work among library work scanned harvard university oxford university stanford university university california university michigan new york public library chin said scanning given new life outofprint old book forgotten bowel library decision concern ability people buy book using google prior settlement rejected march chin rejected million settlement author publisher saying raised copyright antitrust issue giving google de facto monopoly copy book en masse may chin said author could sue group class action last july nd u circuit court appeal chin sits said judge premature certifying case class action evaluating fair use defense chin overseen google book case trial judge kept jurisdiction joining nd circuit publisher settled google last year company face litigation digitizing content including group photographer graphic artist author guild separately appealing fair use ground october dismissal u district judge harold baer manhattan copyright case hathitrust digital library partnership five major university library create shared digital repository grimmelmann law professor said chin decision drew baers bolster fair use defense online content provider long substituting content showing reader instead simply show find content tell thing learn opinion mean legally clear grimmelmann said case author guild inc et al v google inc u district court southern district new york,technology
twitter inc said thursday would introduce selfserve ad small mediumsized business three country outside united state marking one first move expand revenue publicly listed company business united kingdom ireland canada able buy promoted ad shown targeted twitter user beginning week company said twitter held successful initial public offering last week raised billion stock price since soared implying market capitalization billion twitter made million revenue generates majority sale selling ad package directly large company international brand verizon communication inc samsung electronics co ltd analyst believe potential greatly boost sale letting smaller business buy automated ad without help twitter salesperson google inc instance became online advertising powerhouse automating adbuying capability small mediumsized business twitter gave u business early access selfserve program earlier year company said intends eventually roll program around world analyst expect twitter make billion revenue according thomson reuters data,technology
electrical current capable charging mobile phone created microwave signal team duke university said technology used efficient using solar panel device created used metamaterials capture various form wave energy convert application future satellite sound wifi signal could harvested according u researcher showing material useful consumer application said engineering student alexander katko using fibreglass copper conductor circuit board researcher converted microwave volt electricity usb charger often used recharge mobile phone battery camera provides five volt aiming highest energy efficiency could achieve said team member allen hawkes getting energy efficiency around design able dramatically improve energy conversion comparable achieved solar cell metamaterials artificial material display property usually found nature future two student colleague steven cummer hope technology built mobile phone would allow handset recharge wirelessly used also believe could help user living remote area without access power grid would able harvest energy signal generated mobile phone tower work demonstrates simple inexpensive approach electromagnetic power harvesting said mr cummer beauty design basic building block selfcontained additive one simply assemble block increase scavenged power full report published journal applied physic letter december,technology
former u national security agency contractor edward snowden used login credential password provided unwittingly colleague spy base hawaii access classified material leaked medium source said handful agency employee gave login detail snowden identified questioned removed assignment said source close several u government investigation damage caused leak snowden may persuaded fellow worker nsa regional operation center hawaii give logins password telling needed job computer system administrator second source said revelation latest indicate inadequate security measure nsa played significant role worst breach classified data supersecret eavesdropping agency year history reuters reported last month nsa failed install uptodate antileak software hawaii site snowden went work downloaded highly classified document belonging agency british counterpart government communication headquarters clear rule employee broke giving snowden password allowed contractor access data authorized see snowden worked hawaii site month last spring got access downloaded ten thousand secret nsa document covering track classified world sharp distinction insider outsider youve cleared especially youve polygraphed youre insider presumed trustworthy said steven aftergood secrecy expert federation american scientist agency hard time grappling insider threat idea guy next cubicle may reliable added official nsa office director national intelligence declined comment due criminal investigation related snowden disclosed previously secret u government mass surveillance program hong kong june fled russia granted temporary asylum people familiar effort ass damage u intelligence caused snowdens leak said assessment proceeding slowly snowden succeeded obscuring electronic trace accessed nsa record source know nsa employee removed assignment given duty fired u government belief good idea data snowden could accessed investigator positive much data snowden actually downloaded source said snowden interlocutor former guardian writer glenn greenwald said snowden provided nsa secret medium representative greenwald filmmaker laura poitras reporter british newspaper emphatically denied provided classified material country china russia revelation snowden got access material leaked using colleague password surfaced u senate intelligence committee approved bill intended part tighten security u intelligence data one provision bill would earmark classified sum money estimated le million help fund effort intelligence agency install new software designed spot track attempt access download secret material without proper authorization bill also requires director national intelligence set system requiring intelligence contractor quickly report spy agency incident data network penetrated unauthorized person,technology
qualcomm inc wednesday forecast revenue expectation said would curb fastgrowing operating expense stoking concern leading mobile chipmaker face tough competition asia sending stock san diegobased qualcomms component used smartphones made apple inc samsung electronics co inc patent pull revenue licensee across cellphone industry growth smartphone industry shifting away wealthy market united state toward china emerging economy analyst concerned le expensive phone could impact qualcomms profitability qualcomm posted doubledigit growth fiscal fourth quarter th consecutive time revenue forecast suggests company explosive growth recent year might slowing smaller competitor challenge asia know cant get royalty revenue sub phone get iphone galaxy line said williams financial analyst cody acree seeing evidence emergingmarket impact pressure revenue earnings trend forcing company react cut spending qualcomm said operating expense fiscal would grow percent percent much le percent annual growth seen past three year ceo paul jacob said qualcomm releasing new chip faster toptier smartphone customer could adopt future chip would launched little le often company focus le expensive device trying focus highestgrowth opportunity jacob told reuters investing heavily low end market get cost structure better place said qualcomm also focusing new market connected home decked growing quantity sensor communication chip thermostat lock power switch september qualcomm unveiled toq smartwatch jacob hope stoke interest company alwayson lowpower display technology push manufacturer make similar device fiscal qualcomm expects average selling price phone using cdma technology percent average price cellphone june quarter used calculate licensing revenue qualcomm september quarter company said qualcomm expects second half better first anticipated launch china highspeed wireless technology known longterm evolution lte advanced cellphone standard qualcomm leader majority qualcomms revenue come selling baseband chip let phone communicate carrier network profit come licensing patent ubiquitous cdma cellphone technology phone price edge lower qualcomm receives le revenue network operator worldwide shifting lte chipmakers launching lte chip stepping competition qualcomm share percent year date trade time expected earnings taiwan mediatek inc major player lowend smartphones sold asia seen share jump percent trade time expected earnings qualcomm said report wednesday fiscal revenue would range billion billion low end analyst expectation billion chipmaker posted fiscal fourthquarter revenue billion percent yearago quarter net income billion percent gaap diluted earnings per share cent nongaap earnings per share said revenue fiscal first quarter end december would range billion billion analyst average expected fourthquarter revenue billion firstquarter revenue billion according thomson reuters ibes qualcomm share percent extended trading closing percent nasdaq,technology
microsoft warned hacker could exploit vulnerability operating system gain user right affected computer said attacker could exploit requesting user preview open specially crafted email web content microsoft said aware targeted attack investigating issue affect microsoft window vista window server microsoft office microsoft lync recent version microsoft window office affected issue centre graphic component detail product risk listed firm site microsoft said would take appropriate action address issue may include providing security update monthly release process providing outofcycle security update depending customer need meantime advised customer apply workarounds setting configuration change correct underlying issue would help block known attack vector security update available requires user interaction according microsoft flaw lie handling tagged image file format tiff image file graphic processing component affected software version blog post microsoft security response centre dustin child communication manager said move hacker requires user interaction said attack disguised email requesting potential target open specially crafted word attachment attachment opened previewed attempt exploit issue using malformed graphic image embedded document attacker successfully exploited vulnerability could gain user right logged user mr child said microsoft added hacker could also exploit issue via webbased attack attacker could host specially crafted website designed exploit vulnerability convince user view website said however added attacker would way force user view attackercontrolled content instead attacker would convince user take action typically getting click link email message instant messenger message take user attacker website,technology
google inc launching service let consumer pay live video chat expert provide everything stepbystep turkey cooking instruction marriage counseling google helpouts service introduced monday feature roughly partner fashion fitness computer topic available live oneonone video consultation video session short minute last several hour depending topic pricing set individual provider video consultation represent expansion google traditional web search service year answered consumer question pointing people appropriate web page google remains world internet search engine consumer increasingly turning social network like facebook inc get advice recommendation friend movie restaurant topic world useful information still resides people head udi manber vice president engineering google said small briefing reporter san francisco monday helpouts open door information well manber said google initially provide tight oversight helpouts website deciding type service offered helpouts provider medical consultation google conduct background check ensure provider valid credential addition individual expert large brand sephora weight watcher rosetta stone also offering video session helpouts service google take percent fee provider collect consumer video chat though google initially waving transaction fee provider health category consumer leave review different video chat expert google refund consumer satisfied video consultation company said,technology
google said monday would invest another million euro million next year data center southeastern finland boost country struggling nokias decline weakness paper steel industry investment addition million euro world internet search company already spent data centre built site paper company stora ensos former mill hamina finland google bought mill turning one efficient data center taking advantage bay finland naturally chilly seawater cool server,technology
google mobile o global market share percent last quarter percent prior year quarter research firm strategy analytics said thursday shipment android phone hit million hefty gain million shipped year ago second place apple saw slice smartphone market drop percent percent despite gain shipment million apple regain lost market share quarter due demand iphone apple also lost ground android limited presence lower end smartphone market strategy analytics senior analyst scott bicheno said statement android need take shipment apple want keep growing future unlikely near term new iphone model proving popular help apple regain volume worldwide fourth quarter window phone doubled share market percent percent shipment swelled million million year ago rise percent microsofts mobile o fastest growing smartphone platform strategy analytics said still need big boost certain country microsofts growth almost entirely due nokia steadily improving lumia portfolio across europe asia united state strategy analytics executive director neil mawston said statement however microsoft clearly still low level share worldwide struggling gain serious traction several major market like japan south korea africa continuing downward spiral blackberry watched smartphone market share plummet percent percent shipment fell million strategy analytics blamed decline weak lineup bb device,technology
website singapore main paper strait time hacked someone claimed part hacking collective anonymous come day person claiming part group posted online video threatening hit country infrastructure video protested singapore new licensing regulation news site hacker dubbed messiah said paper report video misleading hacker left comment section site saying dear st got hacked misleading people message alleged strait time reporter blogged video chose conveniently modify sentence war singapore government war singapore opinion misleading hacker posted post added medium also misled intention stating plan attack infrastructure singapore th november intention internet framework get implemented otherwise said new rule unveiled medium development authority earlier year site report regularly issue relating singapore significant reach among reader require individual licence singapore press holding firm run strait time said statement taken affected blog site also made police report paper also reported government security incident response team set coordinate response cyber intrusion alerted government agency video posted youtube tuesday quoted infocomm development authority singapore saying aware video police investigating matter,technology
google expressed outrage following report u national security agency nsa hacked data link executive google said aware alleged activity adding urgent need reform comment follow washington post report based leak edward snowden claiming nsa hacked link connecting data centre operated google yahoo nsa director said access company computer gen keith alexander told bloomberg tv authorised go u company server take data correspondent say direct denial latest claim extending encryption revelation stem document leaked exus intelligence contractor edward snowden granted temporary asylum russia wanted u connection unauthorised disclosure document say million record gleaned daily internet giant internal network suggest nsa intercepted data point flowed fibreoptic cable network equipment connecting company data centre rather targeting server data intercepted outside u document imply data agency obtained ranged metadata text audio video sifted nsa programme called muscular operated nsa british counterpart gchq document say nsa already frontdoor access google yahoo user account courtapproved programme known prism google chief legal officer david drummond said google provide government access system long concerned possibility kind snooping continued extend encryption across google service link especially link slide drummond said statement outraged length government seems gone intercept data private fibre network underscore need urgent reform spokesperson yahoo said company strict control place protect security data centre given access data centre nsa government agency nsa spokesperson denied suggestion washington post article agency gathered vast quantity u person data type collection latest revelation came hour german delegation intelligence official arrived washington talk white house following claim u monitored chancellor angela merkels mobile phone two mr merkels important adviser foreign policy adviser christoph heusgen intelligence coordinator guenter heiss sent take part talk seen measure seriously mr merkel take matter next week head germany spying agency meet opposite number washington inappropriate unacceptable head u intelligence defended monitoring foreign leader key goal operation u facing growing anger report spied ally abroad also reported nsa monitored french diplomat washington un conducted surveillance million french spanish telephone call among operation u ally spanish prime minister mariano rajoy said spain target nsa would inappropriate unacceptable partner however gen alexander said assertion nsa collected ten million phone call europe completely false wednesday agency denied italian medium report targeted communication vatican un said received assurance communication monitored american intelligence agency refused clarify whether past tuesday director national intelligence james clapper testified intelligence panel house representative much data cited nonus news outlet actually collected european intelligence service later shared nsa said foreign ally spied u official intelligence agency matter routine,technology
twitter born stream sm text message going public reveling image company tweaked design tuesday favor image videosharing showing visual medium directly within twitter timeline user previously click tweet view embedded multimedia although change affect basic mechanic content shared likely alter feel twitter long clung root character textbased service invented era smartphones existed twitter prepares go public matter week change also present twitter advertiser opportunity get attentiongrabbing ad front user leading revenue company twitter long acknowledged picture video often shared content social medium recirculated tweet twitter history instance picture sent president obamas account election night three word four year captioned photo barack michelle obama embracing moment president declared victory rich tweet bring follower closer whats happening make feel like right michael sippey twitter vice president product said short blog post tuesday want make easier everyone experience moment twitter twitter change served another reminder social medium remains one hotly contested arena technology sector facebook inc made change layout newsfeed algorithm year heavily promote visual content also acquired instagram billion last year recently begun showing ad pictureheavy social network earlier tuesday google inc unveiled new feature let user publish slick home video google social network veiled assault twitter vine app facebooks instagram support videosharing twitter new look immediately drew mixed reaction tech digerati early adopter including many predicted visual look would appeal newcomer might find twitter stream rolling text confusing mathew ingram writer gigaom said twitter danger suffering call myspace effect excess ad gaudy image precisely twitter old guard accustomed streamlined text number enthusiastic advertiser make number irritated andor overwhelmed user ingram wrote others like aaron levie wisecracking chief executive filesharing company box took advantage new design simply point different twitter felt levie tweeted people twitter right tweet appended screenshot two character film jurassic park jaw slack astonishment,technology
apple inc profit margin slid despite selling million iphones september quarter greater china revenue climbed percent even though two smartphone model hit store shelf secondlargest market last month unremarkable quarterly number prompted disappointed investor cash recent gain stock slid percent one stage afterhours monday wall street hoped stronger beat quarterly sale company predicted september revenue margin would come high end forecast chief executive tim cook predicted really great holiday season crucial time apple new ipads go amazoncom inc kindle fire new iphones compete lowercost gadget made samsung electronics rival using google inc android software source said demand apple cheaper brightly hued iphone c lagged sale toptier spurring concern iphones market positioning ability compete growing profusion lowercost rival iphone c available united state starting contract unlocked model contract particular investor worry apple may missed chance jumpstart sale fend samsung china even affordable phone company ceded ground steadily samsung homegrown competition like huawei lenovo need stake bigger spot world top cellular market rekindle growth revenue china hong kong taiwan climbed percent billion quarter despite c going sale september previousgeneration iphone began selling country december meaning comparison benefited typical yearago quarter analyst said sale grew percent previous quarter billion lagged roughly billion apple managed tack december quarter raise question well apple really china said jmp security analyst alex gauna apple healthy company added look last quarter even guide much growth company cook told analyst conference call result china pretty good acknowledged room improvement obviously want better said hoping cook address overall popularity c call analyst mentioned significant backlog expensive world valuable tech company said monday expected revenue billion billion quarter outpacing wall street forecast billion gross profit margin fourth quarter ended september percent percent year ago intense competition like samsung took toll roughly level analyst average percent forecast would expected higher gross margin said morningstar analyst brian colello higher price phone clear preference toward expecting gross margin boost december quarter share apple gained percent since upbeat forecast last month slid much percent monday recovering cook said company continue studying capitalreturn program addressing recent demand investor share cash hoard stock percent hour beyond holiday quarter investor still hold hope company upended cellphone industry popularized tablet computing dream revolutionary device returning apple stellar growth past year company increasingly hardpressed fend rival strategy analytics estimated monday apple market share slipped percent calendar third quarter percent previously samsung led percent growth taper shareholder become increasingly aggressive seeking bigger return cash company ended september quarter billion cash plus shortterm longterm marketable security billionaire carl icahn owns million apple share led charge demanding company initiate tender offer buy back billion stock cook told analyst company continue seek shareholder input capital return program announce change first part new calendar year apple said sold million iphones last quarter roughly line expectation million million sold million ipads quarter slightly million yearago quarter moved million mac computer million year ago revenue billion ahead wall street average forecast billion according thomson reuters ibes earnings per share slid third straight quarter ahead analyst average estimate already preannounced people got euphoric recent week wasnt massive blowout said shannon cross cross research,technology
apple announced ibeacon feature io wwdc june apple given detail mentioned keynote could profound impact retailtomobile contextual instore shopping experience barrier entry long term impact yet experienced especially true one considers ibeacons run two year single coin battery charge come accelerometer flash memory powerful processor bluetooth connectivity age context barely begun need know ibeacon apple branded name new bluetooth low energy technology standard included new apple phone ibeacons also bluetoothenabled microlocations system actual physical transmitter think nfc steroid better range nfc transmitter inch also enable wider range data service used retailer museum business serve highly relevant interaction customer iphones io device coupon personalized pricing actual payment io sdk software development kit feature ibeacon ibeacon functionality built apps io meaning consumer app ibeaconenabled ibeacon alert app customer particular physical location allow serve offer implication customized locationbased communication customized instore retailtomobile marketing much closer reality think difference failed past attempt wifi bluetooth nfc technology never adopted scalable way apple app ecosystem roughly apps almost mm io device sold todate mass scale attainable example imagine walking local store iphone c store enabled ibeacon zone transmit customized coupon even walking direction aisle particular item located prompt customer special promotion personalized message recommendation based current location past history company source gigaom technology hard integrate scale apple taking burden producing developing ibeacons instead creating essentially semiopen still applewalledgarden ibeacon platform creating standard technology embedding o inviting vendor build actual ibeacon device clearer picture ibeacons work demo imagined ibeacon vendorstartup estimote httpbitlybthb right place right message right context take different meaning internet thing age context ibeacon bring life right message right time dream marketer scale personalized individual shopper even facilitate payment store wait time may thing past think current experience paying iphone checking physical apple store,technology
system used globally track marine activity highly vulnerable hacking security expert warned weakness outdated system could allow attacker make ship disappear tracking system even make look like large fleet incoming researcher trend micro said finding showed danger using legacy system designed security issue one vesseltracking specialist said spoof attempt could easily spotted lloyd list intelligence ian trowbridge said addition vulnerable technology known automatic identification system ai measure could used identify marine activity spoofing would immediately identified lloyd list intelligence warp vessel said providing unexplained position report outside vessel speeddistance capability thus subject investigation validation checking ai system used track whereabouts ship travelling across world ocean ship certain size ai fitted mandatory international maritime law designed transmit data ship position well relevant information movement seen boat well relevant authority shore one use alert nearby ship man woman overboard alert easily spoofed say trend micros rik ferguson boil fact protocol never designed security mind told bbc there validity checking whats put using equipment bought euro researcher able intercept signal make vessel appear tracking system even though exist one example team able make look ship route spelled word pwned hacker slang owned somali pirate information broadcast ai public system first put use early technology required receive information prohibitively expensive directly involved industry typical internet connection used see location boat well indicator type cargo may carrying speculation somali pirate making use system long thought pirate basically using ai shopping list mr ferguson said seeing whats coming local water cargo may however lloyd list intelligence noted captain permitted disable ai feel crew could endangered,technology
thanks recent advance genome sequencing allow scientist analyze dna faster affordably ever researcher washington university school medicine st louis say found many type cancer driven genetic mutation scientist able analyze tumor find gene repeatedly mutate way drive development tumor body previous genome study tended home specific tumor type work st louis appears week journal nature among first look wide range sometimes seemingly unrelated tumor type fact thousand tumor analyzed included major cancer breast uterus bladder kidney ovary lung brain blood head neck colon rectum beginning senior author li ding university genome institute said school news release team finding many oncologist scientist wondered whether possible come complete list cancer gene responsible human cancer think getting closer fact researcher say envision future possible perform single test survey identified genetic error part standard diagnostic workup cancer test could turn identify unique genetic signature tumor open door highly personalized cancer treatment well researcher found common link gene different cancer instance one gene mutated percent leukemia case also found seven tumor type also found mutation particular one add complexity genetic error occur frequently certain cancer appear rarely others considered important part growth cancer researcher find however tumor two six genetic mutation ding said cell constantly accumulating new mutation time finding couple mutation key turning healthy cell cancerous one could help explain cancer common dna analysis also helped researcher identify gene correlate strongly cancer type actual prognosis tp instance found across different tumor type percent sample particularly bad news cancer kidney head neck acute myeloid leukemia bap often linked poor prognosis especially kidney uterine cancer end spectrum mutation gene brca drive breast cancer correlated improved survival ovarian cancer mutation idh linked better outcome patient aggressive brain tumor among cancer type spite many exciting finding work ding said begun team get funding national cancer institute national human genome research institute national science foundation hope continue beef list cancer gene quest finetune cancer diagnosis treatment,technology
htc corp chief executive handed duty company chairwoman smartphone maker struggle claw back market share apple inc samsung electronics co ltd financial time reported chief executive peter chou temporarily focusing innovation product development htcs latest one handset failed arrest slide company share global smartphone business newspaper reported cher wang chairwoman company cofounder stepping duty include sale marketing supplier relationship said h chou another cofounder returned company head certain phone project said source knowledge matter htc posted first quarterly loss month laid low product marketing might apple samsung woe exacerbated supplychain constraint internal turmoil ranked among top five phonemakers shipment htc year fell top according gartner htc official immediately available comment share htc fell percent minute market opened lagging main index percent dip reporting faith hung editing stephen coates,technology
intel world biggest computer chip maker said production nextgeneration pc chip broadwell delayed quarter chief executive brian krzanich said delay due technical glitch broadwell chip expected succeed firm haswell line processor touted powerefficient faster intel leading pc chipmaker updated product typically spur new laptop desktop sale manufacturing partner strong desire get broadwell market mr krzanich said small blip schedule tough environment delay come intel reported slight fall third quarter profit hurt slowing demand personal computer pc reported net income bn bn three month end september compared bn period last year division make chip desktop computer saw sale fall pc sale fallen six quarter row hit fiveyear low julytoseptember period sale hurt growing popularity falling price tablet smartphones hurting computer chip maker third quarter came expected modest growth tough environment said mr krzanich said statement however intels data centre business reported record sale bn,technology
christopher bailey designer credited restoring cachet fashion brand burberry become chief executive next year longstanding bos angela ahrendts move apple yearold british fashion house famous camel red black check pattern said tuesday ahrendts would step mid bailey would combine role chief creative officer chief executive news yearold yorkshireman would hold position sparked concern among analyst might taking much sent share group percent early trading valuing business billion pound undoubtedly relief mr bailey driving force behind brand last year staying morgan stanley said note client anticipate investor concern combining chief creative officer ceo role time consuming require different skill set ahrendts burberry bos eight year time share price soared percent take newlycreated position apple senior vice president oversight retail online store report directly ceo tim cook ahrendts looking better last chief executive british company left london join apple john browett quit dixons lead ipad iphone maker global retail expansion left six month later bailey joined burberry held major creative role six year helping rebuild group became victim success trademark pattern embraced mass market losing appeal core wealthy clientele ahrendts bailey group refocused luxury market increased store base expanded rapidly emerging market like china reported firsthalf result tuesday showing benefit approach strategy underpinned success recent year remain unchanged christopher integral part developing last year chief financial officer carol fairweather told reporter profoundly moved burberry boast cara delevingne jourdan dunn face brand reported retail revenue percent million pound billion six month september bang line analyst forecast total revenue billion pound percent profoundly moved humbled asked take ceo role company mean much said bailey also feel privileged keeping role chief creative officer believe creativity innovation heart success last ten year share burberry percent last year recovered loss early trading percent penny edt impressive update overshadowed news chief executive leaving company next year broker hargreaves lansdown said burberry firsthalf revenue growth driven robust demand outerwear large leather good retail sale store open least year grew percent helped doubledigit growth asia pacific europe middle east india africa emeia division highsingle digit growth america burberry said may firsthalf pretax profit would last year million pound focus shift wholesale market sale nonburberry store highgrowth latin american asian retail sale burberry branded store,technology
national security agency collecting hundred million contact list email instant message account around world according washington post report collection revealed document supplied nsa whistleblower edward snowden occurs internet service transmit data typically user log compose message sync device post reported monday agency said analyze data identify hidden connection among foreign intelligence target agency collect estimated buddy list chat service webbased email every day according internal nsa powerpoint presentation reviewed post collection occurs overseas hinge arrangement telecommunication company foreign intelligence agency access facility route data internet main line post said agency authorized collect information facility united state u intelligence official told post contact list american often harvested sweep nsa said data collect used combat terrorism array crime national security agency focused discovering developing intelligence valid foreign intelligence target like terrorist human trafficker drug smuggler agency said statement interested personal information ordinary american moreover operate accordance rule approved either attorney general foreign intelligence surveillance court appropriate designed minimize acquisition use dissemination information data collected transit internet rather storage server agency doesnt notify internet service ask help neither knowledge participation mass collection web mail address chat list government google spokesperson told cnet statement yahoo issued similar statement saying aware participated alleged mass collection user data government microsoft spokesperson told cnet found allegation troubling microsoft provide government direct unfettered access customer data microsoft representative said statement would significant concern allegation government action true facebook used revelation push government greater transparency regarding datacollection activity related request made internet telecommunication company said many time believe government important responsibility keep people safe possible also transparent facebook representative said strongly encourage government provide greater transparency effort aimed keeping public safe continue aggressive advocate greater disclosure yahoo spokesperson told post would begin using ssl secure socket layer encrypt email connection google always offered gmail user ability use http hypertext transfer protocol secure made default setting nsa program come light amid scrutiny method used u intelligence law enforcement community critic say run roughshod privacy right constitution name national security cnet reported july u government attempted obtain master encryption key internet company use shield million user private web communication eavesdropping however source said large internet company resisted request ground go beyond law permit august encrypted email service lavabit suddenly closed fbi obtained search warrant demanding turn key data encryption agency effort trace single lavabit user lavabit us encryption prevent message read anyone sender recipient service snowden allegedly used send message human right watch representative july,technology
government corporation facing increasing computer attack biggest challenge finding right cyber warrior fight back hostile computer activity spy saboteur competitor criminal spawned growing industry corporate defender attract best talent government cyber unit u military cyber command due quadruple size new personnel britain announced new joint cyber reserve last month brazil indonesia similar force set demand specialist far outpaced number qualified job leading staffing crunch talent poached competitor offering big salary anything really come human capital simply isnt enough say chris finan white house director cyber security senior fellow truman national security project working startup silicon valley choose work based salary lifestyle lack interfering bureaucracy make particularly hard get government cyber attack expensive one unidentified londonlisted company incurred loss million pound billion cyber attack several year ago according british security service global loss range billion billion year according research washingtonbased center strategic international study sponsored intel corp mcafee antivirus division whole range attack involve simply transferring money often client credit card detail stolen also intellectual property theft theft commercially sensitive information business advantage victim also suffer hacktivist attack directed denial service bring website cost lot money fix quantifying exact damage almost impossible especially secret money target government taken responsibility stuxnet computer virus destroyed centrifuge iran natanz uranium enrichment facility widely reported usisraeli project britain say blocked advanced cyber threat government secure intranet last year virus unleashed saudi arabia energy group aramco likely world valuable company destroyed data thousand computer put image burning american flag onto screen going viral cyber expertise remains private sector company seeing steep increase spending security product service depending cyber threat variety firm bidding cyber talent google currently advertising security job defense company lockheed martin corp bae system looking hire area antivirus maker symantec corp also good business threat environment exploding chief executive steve bennett told reuters interview july perception increased threat also led explosive demand best talent u bureau labour statistic say number information technology security role u increase percent decade creating new job expert say similar situation globally salary often rising percent year recruitment retention cyber challenge everybody working area say mike bradshaw head security smart system finmeccanica unit selex area demand exceeds supply going take supply catch growing number security firm ukbased protection group international pgi also offer cyber service pgi started providing armed guard protect merchant ship pirate hired former staff britain gchq eavesdropping agency country cash graduate good computer study degree walk salary similar amount upfront golden handshake several time u national security agency would likely offer western university turn far graduate necessary computer skill student complain many course offer theoretical challenge cyber warfare applicant need computer science degree get lucrative job long hardesttofill job finding bug software identifying elusive infection reverse engineering computer virus found computer said alan paller founder nonprofit sans institute washington sans worked official illinois massachusetts new jersey state sponsor hacking contest test skill area educational background necessarily help contest good skill mostneeded area earn top get paid much private sector job according paller private sector offer big cash government still able retain talent appealing people sense public service patriotism want serve country important one hacker conduct classified research u military told reuters def con hacking conference july declined provide name authorized speak press also expectation government worker move lucrative job private sector several year public service senior officer western military still fear may struggle attract requisite talent citing cultural administrative problem general keith alexander head nsa cyber command told reuters earlier year finding right talent priority attended event def con hacker conference trading uniform black tshirt hiring outsider long thought tactic employed united state well china russia western security official believe russia china emerging cyber power iran north korea cut deal criminal hacker community borrow expertise assist attack russia china accused west mounting repeated attack government commercial interest deny direct involvement hacking beginning process building brick brick say colonel gregory conti head cyber security department u military academy west point going like creation air force process several decade getting right people structure,technology
